Name,Industry,City,Phone Number,Company Domain Name,Company owner,Lead Source,Lead Source Detail,CR Number
مصنع حجر الشرق للرخام والجرانيت والحجر,مواد البناء,منطقة مكة المكرمة,966505662432,,,Factory Database - Saudi Gov,المصانع المتوافقة مع المعايير الرئيسية 4230 مصنع,4042100232.0
شركة كيان العروبة للصناعة,صناعة المعادن,منطقة الرياض,966566766176,,,Factory Database - Saudi Gov,المصانع المتوافقة مع المعايير الرئيسية 4230 مصنع,1010666775.0
مصنع نرنو للبلاستيك,منتجات البلاستيك والمطاط,منطقة الرياض,966531984232,,,Factory Database - Saudi Gov,المصانع المتوافقة مع المعايير الرئيسية 4230 مصنع,1018000478.0
مصنع حسين عيسى عبدالله المرهون للبلك,مواد البناء,المنطقة الشرقية,966504821132,,,Factory Database - Saudi Gov,المصانع المتوافقة مع المعايير الرئيسية 4230 مصنع,2050104587.0
شركة السواحل للمنتجات البترولية,الكيماويات المتخصصة,منطقة مكة المكرمة,966537802043,,,Factory Database - Saudi Gov,المصانع المتوافقة مع المعايير الرئيسية 4230 مصنع,4030403005.0
شركة تطوير البوادي للصناعه,الكيماويات المتخصصة,منطقة الرياض,966558804484,,,Factory Database - Saudi Gov,المصانع المتوافقة مع المعايير الرئيسية 4230 مصنع,1010577051.0
مصنع عبدالله عبدالعزيز براهيم ناهض للصناعات المعدنية,صناعة المعادن,منطقة الرياض,966506699642,,,Factory Database - Saudi Gov,المصانع المتوافقة مع المعايير الرئيسية 4230 مصنع,1010736061.0
مصنع شركة بن مرعي الهاجري للخرسانة الجاهزة والبلك,مواد البناء,المنطقة الشرقية,966551222229,,,Factory Database - Saudi Gov,المصانع المتوافقة مع المعايير الرئيسية 4230 مصنع,2057002561.0
مصنع شركة تعمير للخرسانة الجاهزة والمنتجات الاسمنتيه,مواد البناء,منطقة مكة المكرمة,966508819999,,,Factory Database - Saudi Gov,المصانع المتوافقة مع المعايير الرئيسية 4230 مصنع,4030212494.0
مصنع الرمال الذهبي للتصنيع,صناعة المعادن,منطقة الرياض,966558120888,,,Factory Database - Saudi Gov,المصانع المتوافقة مع المعايير الرئيسية 4230 مصنع,1010443309.0
شركة كان الانشائيه للمنتوجات الاسمنتيه,مواد البناء,المنطقة الشرقية,966555000085,,,Factory Database - Saudi Gov,المصانع المتوافقة مع المعايير الرئيسية 4230 مصنع,2050212592.0
شركة التحميص للصناعات الغذائية,الأغذية,المنطقة الشرقية,966533053111,,,Factory Database - Saudi Gov,المصانع المتوافقة مع المعايير الرئيسية 4230 مصنع,2051236456.0
مصنع ليلى منصور بن خليفه المطيري للبلاستيك,منتجات البلاستيك والمطاط,منطقة الرياض,966550000901,,,Factory Database - Saudi Gov,المصانع المتوافقة مع المعايير الرئيسية 4230 مصنع,1010638839.0
مصنع دلائل الخير لانظمة الالمونيوم والحديد لصاحبه سيد زاهر سيد حسين,صناعة المعادن,منطقة الرياض,966507644448,,,Factory Database - Saudi Gov,المصانع المتوافقة مع المعايير الرئيسية 4230 مصنع,1010226348.0
مصنع المرايا للزجاج,مواد البناء,المنطقة الشرقية,966504947000,,,Factory Database - Saudi Gov,المصانع المتوافقة مع المعايير الرئيسية 4230 مصنع,2055024534.0
مصنع اركان عنيزة للرخام والحجر,مواد البناء,منطقة القصيم,966504894982,,,Factory Database - Saudi Gov,المصانع المتوافقة مع المعايير الرئيسية 4230 مصنع,1128183989.0
مصنع الجوهرة للاسفلت,منتجات تكرير النفط,منطقة مكة المكرمة,966555813939,,,Factory Database - Saudi Gov,المصانع المتوافقة مع المعايير الرئيسية 4230 مصنع,4604108901.0
شركة أنظمة الهدف المحدودة,صناعة المعادن,منطقة الرياض,966553388996,,,Factory Database - Saudi Gov,المصانع المتوافقة مع المعايير الرئيسية 4230 مصنع,1011139051.0
مصنع الابتكار الثلاثي للصناعة,منتجات البلاستيك والمطاط,منطقة الرياض,966563933012,,,Factory Database - Saudi Gov,المصانع المتوافقة مع المعايير الرئيسية 4230 مصنع,1010402217.0
مصنع صخور الجودة للرخام والحجر,مواد البناء,منطقة القصيم,966500177077,,,Factory Database - Saudi Gov,المصانع المتوافقة مع المعايير الرئيسية 4230 مصنع,1131303763.0
شركة مذاق الشام للصناعات الغذائية,الأغذية,منطقة الرياض,966555596210,,,Factory Database - Saudi Gov,المصانع المتوافقة مع المعايير الرئيسية 4230 مصنع,1010564241.0
مصنع المقدار للتعبئة والتغليف,الأغذية,منطقة مكة المكرمة,966541181039,,,Factory Database - Saudi Gov,المصانع المتوافقة مع المعايير الرئيسية 4230 مصنع,4030151251.0
مصنع حدائق القهوة للمنتجات الغذائية,الأغذية,منطقة الرياض,966530582136,,,Factory Database - Saudi Gov,المصانع المتوافقة مع المعايير الرئيسية 4230 مصنع,1010468369.0
شركة حلول التحكم الصناعية,مواد البناء,المنطقة الشرقية,966500031258,,,Factory Database - Saudi Gov,المصانع المتوافقة مع المعايير الرئيسية 4230 مصنع,2050071998.0
مصنع الوجبة الخفيفة للصناعات الغذائية,الأغذية,المنطقة الشرقية,966500055788,,,Factory Database - Saudi Gov,المصانع المتوافقة مع المعايير الرئيسية 4230 مصنع,2053116860.0
شركة الوردة المتميزة الصناعية شركة شخص واحد,الأغذية,منطقة مكة المكرمة,966545073748,,,Factory Database - Saudi Gov,المصانع المتوافقة مع المعايير الرئيسية 4230 مصنع,4030390313.0
مصنع ميكالاب للصناعة,الالات والمعدات,منطقة القصيم,966503468979,,,Factory Database - Saudi Gov,المصانع المتوافقة مع المعايير الرئيسية 4230 مصنع,1131311344.0
مصنع صالح سالم صالح البجيري للبلك,مواد البناء,منطقة الباحه,966505778228,,,Factory Database - Saudi Gov,المصانع المتوافقة مع المعايير الرئيسية 4230 مصنع,5801007094.0
مصنع نوم الاحلام للصناعة,منتجات البلاستيك والمطاط,منطقة مكة المكرمة,966501429993,,,Factory Database - Saudi Gov,المصانع المتوافقة مع المعايير الرئيسية 4230 مصنع,4030417992.0
شركة بهرة للصناعة,مواد البناء,منطقة المدينة المنورة,966541000660,,,Factory Database - Saudi Gov,المصانع المتوافقة مع المعايير الرئيسية 4230 مصنع,4650202923.0
مصنع شركة جال التنميه للمنتجات الاسمنتية,مواد البناء,منطقة الرياض,966555252501,,,Factory Database - Saudi Gov,المصانع المتوافقة مع المعايير الرئيسية 4230 مصنع,1126002129.0
شركة سيدال للنوافذ المحدودة,منتجات البلاستيك والمطاط,منطقة الرياض,966554477223,,,Factory Database - Saudi Gov,المصانع المتوافقة مع المعايير الرئيسية 4230 مصنع,1010927791.0
شركة مصنع مياه الخرج,الأغذية,منطقة الرياض,966530008915,,,Factory Database - Saudi Gov,المصانع المتوافقة مع المعايير الرئيسية 4230 مصنع,1011023870.0
شركة نخلة للصناعات الغذائية,الأغذية,المنطقة الشرقية,966506851233,,,Factory Database - Saudi Gov,المصانع المتوافقة مع المعايير الرئيسية 4230 مصنع,2050143386.0
شركة لدائن الشرقية الصناعية,منتجات البلاستيك والمطاط,منطقة الرياض,966500930002,,,Factory Database - Saudi Gov,المصانع المتوافقة مع المعايير الرئيسية 4230 مصنع,1010642912.0
مصنع العجينة الذهبية للمعجنات,الأغذية,منطقة حائل,966554427161,,,Factory Database - Saudi Gov,المصانع المتوافقة مع المعايير الرئيسية 4230 مصنع,3350043153.0
